smiles,ChEMBLID,IC50,units
COc1ccc(OC)c(C(O)c2coc3ccc(O)c(CN4CCOCC4)c23)c1,CHEMBL516494,100000.0,nM
O=C(Nc1cccc(Oc2cccc3[nH]c(=O)[nH]c23)c1)c1cccc2c1OCCCO2,CHEMBL597617,100000.0,nM
O=C(Nc1cccc(Oc2cccc3[nH]c(=O)[nH]c23)c1)c1cccc2c1OCCO2,CHEMBL598019,100000.0,nM
COc1cc(/C=N/NC(=O)CN2CCN(c3ccc(F)cc3)CC2)ccc1O,CHEMBL459736,100000.0,nM
O=C(Nc1cccc(Oc2cccc3[nH]c(=O)[nH]c23)c1)c1ccccc1,CHEMBL591257,100000.0,nM
COc1cccc(C2CC(C(F)(F)F)n3ncc(C(=O)Nc4ccc(OC)cc4OC)c3N2)c1,CHEMBL461621,100000.0,nM
O=C(Nc1cccc(Oc2cccc3[nH]c(=O)[nH]c23)c1)c1ccnc(Cl)c1,CHEMBL597619,100000.0,nM
COc1cc(Nc2cncc(Oc3ccc4ccccc4c3)n2)cc(OC)c1OC,CHEMBL520330,100000.0,nM
O=C(Nc1cccc(Oc2cccc3[nH]c(=O)[nH]c23)c1)c1ccnn1-c1ccccc1,CHEMBL598856,100000.0,nM
O=C(Nc1cccc(Oc2cccc3[nH]c(=O)[nH]c23)c1)c1cnn(-c2ccccc2)c1C(F)(F)F,CHEMBL597388,100000.0,nM
O=C(Nc1cccc(Oc2cccc3[nH]c(=O)[nH]c23)c1)c1ccc2c(c1)NSN2,CHEMBL604919,100000.0,nM
Cc1ccc(C2CC(c3ccccc3)=NN2C(=O)CN2CCOCC2)o1,CHEMBL462071,100000.0,nM
Cc1cc(C2C(C(=O)c3ccc4c(c3)OCCO4)=C(O)C(=O)N2CCCn2ccnc2)co1,CHEMBL516807,100000.0,nM
O=c1[nH]c2cccc(Oc3cccc(NS(=O)(=O)Cc4ccccc4)c3)c2[nH]1,CHEMBL598834,100000.0,nM
O=c1[nH]c2cccc(Oc3cccc(NS(=O)(=O)CCc4ccccc4)c3)c2[nH]1,CHEMBL598835,100000.0,nM
Cc1cc(C(=O)Nc2cccc(Oc3cccc4[nH]c(=O)[nH]c34)c2)n(C)n1,CHEMBL598652,100000.0,nM
CN1CCN(Cc2c3c(c(CN4CCN(C)CC4)c4c2CCC4)CCC3)CC1,CHEMBL459515,100000.0,nM
O=c1[nH]c2cccc(Oc3ccc(NS(=O)(=O)c4cccc(C(F)(F)F)c4)cc3)c2[nH]1,CHEMBL598625,100000.0,nM
O=c1[nH]c2cccc(Oc3ccc(NS(=O)(=O)c4ccc(Cl)c(C(F)(F)F)c4)cc3)c2[nH]1,CHEMBL599439,100000.0,nM
CC(=O)Nc1cccc(-c2cncc(NCc3ccccn3)n2)c1,CHEMBL433992,100000.0,nM
O=C(Nc1ccccc1)Nc1ccc(Oc2ccnc3[nH]c(=O)[nH]c23)cc1,CHEMBL476859,100000.0,nM
CC(=O)Nc1cccc(-c2cncc(NN(C)c3ccccc3)n2)c1,CHEMBL199805,100000.0,nM
COc1ccccc1N1C(=O)CC(N2CCC(C(N)=O)CC2)C1=O,CHEMBL459714,100000.0,nM
COc1cccc(N2C(=O)CC(N3CCN(Cc4ccccc4)CC3)C2=O)c1,CHEMBL462046,100000.0,nM
O=c1[nH]c2cccc(Oc3ccc(NS(=O)(=O)c4ccc(OC(F)(F)F)cc4)cc3)c2[nH]1,CHEMBL597399,100000.0,nM
COc1cc(CNc2cncc(-c3cccc(NC(C)=O)c3)n2)cc(OC)c1OC,CHEMBL199892,100000.0,nM
